Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,,AFE,4988232.4,5058895.14,4765400.98,4734211.36,4703021.74,4671832.12,4640642.5,4607876.1,4575901.2,4544314.78,4511676.2,4479395
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,,AFW,2060349,1953461.84,1862169.28,1854212.96,1846256.64,1838300.32,1830344,1822960.7789,1815608.1,1807898.6,1800220.1,1792580.7
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,El mundo árabe,ARB,200673.068999237,411781.7,389730.660000763,387305.120000763,384879.580000763,382454.040000763,380038.2,377730.6,375191.7,372634.1,370302.7,367980.7
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Estados pequeos del Caribe,CSS,369972.4,367737.7,366230.12,365932.84,365635.56,365338.28,365041,364757.9,364515.3,364223.4,363931.1,363639.2
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Europa Central y del Báltico,CEB,353069,358777.6,373931.3,375384.4,376837.5,378290.6,379743.7,380336.502,380939.984,381258,381574.9,381881.8
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,inicial del dividendo demográfico,EAR,8429045.19999924,8072590.1935,7824271.58000076,7793744.38700076,7763217.19400076,7732690.00200076,7702172.5088,7686805,7655531.46,7632988.4,7610957.1,7589317.5
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Asia oriental y el Pacífico,EAS,6399770.269,6358553.1972,6538256.81,6550796.263,6563335.716,6575875.17,6588414.6228,6617999.125,6617836.7,6625321.5,6632992.9,6640831.4
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Asia oriental y el Pacífico (excluido altos ingresos),EAP,4637221.7,4613428.2626,4809026.164,4814618.175,4820210.186,4825802.198,4831394.2088,4851733.57,4851860.1,4859526.8,4867196.5,4874866.3
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Asia oriental y el Pacífico (BIRF y la AIF),TEA,4568300.7,4549099.8626,4747047.024,4752852.495,4758657.966,4764463.438,4770268.9088,4790821.77,4791161.7,4799041.9,4806925,4814808.2
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Zona del Euro,EMU,918315.91,978203.096,1019686.45,1021882.37,1024078.29,1026274.21,1028470.13,1030071.2,1031881.2,1033420,1034958.4,1036486.8
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Europa y Asia central,ECS,10303035.21,10385048.164,10521971.919,10527722.972,10533474.027,10539225.082,10544976.1366,10551036.454,10557512.0592,10562170.4615,10566819.1,10571460.1
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Europa y Asia central (excluido altos ingresos),ECA,8785942.8,8801264.968,8891039.055,8894155.567,8897272.08,8900388.594,8903505.1066,8907642.552,8911931.1752,8914682.9615,8917436.5,8920192.2
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Europa y Asia central (BIRF y la AIF),TEC,8893262.8,8910704.968,9003715.055,9007017.567,9010320.08,9013622.594,9016925.1066,9021233.754,9025717.2592,9028614.0615,9031512.6,9034413.3
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Unión Europea,EUU,1452989.31,1517983.696,1569420.23,1572707.33,1575994.43,1579281.53,1582568.63,1584695.302,1586843.084,1588671.1,1590497.5,1592313.8
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Frágiles y situaciones de conflicto afectados,FCS,5060338.69999924,5106962.3626,4860441.61500076,4834448.93000076,4808456.24600076,4782463.56300076,4756480.5785,4729614.2309,4703834.948,4678697.0295,4653082.3,4628111.4
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Países pobres muy endeudados (PPME),HPC,5950078.4,5861855.64,5553223.96,5521304.72,5489385.48,5457466.24,5425547,5391094.3,5357638.9,5324413.28,5290657.1,5257492.2
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Ingreso alto,HIC,9972797.779,10041496.4306,10137634.09,10151695.653,10165757.217,10179818.78,10193880.344,10205900.957,10205869.584,10208665.8,10211631.8,10214756.8
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Sólo BIRF,IBD,25032092.769,24538572.698,24253670.955,24235606.867,24217542.78,24199478.694,24181414.6066,24176884.724,24147934.957,24136296.6615,24123028.5,24110892.6
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,BIRF y la AIF,IBT,32148709.269,31645994.6915,31001079.655,30944155.394,30887231.134,30830306.876,30773382.6154,30730056.4029,30663489.7592,30614171.7415,30562216,30511789.4
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,mezcla de la AIF,IDB,1356507.2,1368737.9726,1332314.904,1329177.455,1326040.006,1322902.558,1319765.1088,1316722.7789,1314043.36,1311097.8,1307859.6,1304621.4
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Sólo AIF,IDX,5760109.3,5738684.0209,5415093.796,5379371.072,5343648.348,5307925.624,5272202.9,5236448.9,5201511.4422,5166777.28,5131327.9,5096275.4
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,total de la AIF,IDA,7116616.5,7107421.9935,6747408.7,6708548.527,6669688.354,6630828.182,6591968.0088,6553171.6789,6515554.8022,6477875.08,6439187.5,6400896.8
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,avanzada del dividendo demográfico,LTE,17775975.069,17601591.958,17535737.695,17544405.847,17553074,17561742.154,17570410.3066,17578118.622,17578621.6152,17587197.8615,17593652.8,17600849.8
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,América Latina y el Caribe,LCN,10699618.5,10154426.4,9572388.48,9543467.36,9514546.24,9485625.12,9456704,9426994.8,9392385.2,9369198.6,9344163.7,9320331.1
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,América Latina y el Caribe (excluido altos ingresos),LAC,10007388.2,9478534.8,8899224.36,8869826.82,8840429.28,8811031.74,8781634.2,8751821.6,8716921.9,8693197.8,8667380.6,8642518.4
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,América Latina y el Caribe (BIRF y la AIF),TLA,10670140.4,10120126.4,9532008,9502576.6,9473145.2,9443713.8,9414282.4,9383996.8,9349370.8,9326176.9,9301136.5,9277297.5
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Países menos desarrollados: clasificación de las Naciones Unidas,LDC,6045934.6,6055639.2209,5706757.236,5667501.852,5628246.468,5588991.084,5549735.7,5510387.9,5471861.6,5433740.18,5394896.4,5356449.5
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Ingreso mediano y bajo,LMY,31447311.8689992,30959045.2915,30317353.8550008,30260063.9940008,30202774.1340008,30145484.2760008,30088204.1154,30044966.2009,29977717.5752,29927510.8415,29874419.9,29822611.7
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Países de ingreso bajo,LIC,3305529,3425849.34,3240589.36,3220068.52,3199547.68,3179026.84,3158506,3136866.2,3116042.5,3095631.28,3074493.7,3053753.4
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Países de ingreso mediano bajo,LMC,7507252.16899924,7213744.5535,6979564.12000076,6948676.66700076,6917789.21400076,6886901.76200076,6856024.0088,6839090.2789,6804116.2022,6776469.3,6748950.8,6721555.4
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Oriente Medio y Norte de África,MEA,204711.168999237,208527,228452.620000763,228617.840000763,228783.060000763,228948.280000763,229123.2,229110.6,229204.7,229360.3,229740.8,230051.3
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Oriente Medio y Norte de África (excluido altos ingresos),MNA,191100.968999237,194047,213846.260000763,213989.320000763,214132.380000763,214275.440000763,214428.2,214667.1,214761.6,214917.6,215298.9,215609.2
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Oriente Medio y Norte de África (BIRF y la AIF),TMN,191010.169,193956.2,213754.56,213897.62,214040.68,214183.74,214326.8,214565.7,214660.2,214816.2,215197.5,215507.8
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2, Ingreso mediano,MIC,28141782.8689992,27533195.9515,27076764.4950008,27039995.4740008,27003226.4540008,26966457.4360007,26929698.1154,26908100.0009,26861675.0752,26831879.5615,26799926.2,26768858.3
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,América del Norte,NAC,6507239.3,6513389.7,6562769.1,6565106.1,6567443.1,6569780.1,6572117.1,6571720.4,6568350.5,6567980.7,6567610.8,6567241
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,No clasificado,INX,..,..,..,..,..,..,..,..,..,..,..,..
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Miembros OCDE,OED,11487671.61,11507404.096,11573194.09,11585562.35,11597930.61,11610298.87,11622667.13,11631555.2,11629150.3,11630163.6,11631360.5,11632704
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Otros Estados pequeos,OSS,642731.1,622513.34,602668.88,600618.66,598568.44,596518.22,594468,592247.9,590206.8,587984.7,585765.2,583546.3
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Estados pequeos de las Islas del Pacfico,PSS,42291.6,42816.5,43431.04,43486.78,43542.52,43598.26,43654,43709.9,43765.7,43821.6,43877.4,43933.2
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,posterior al dividendo demográfico,PST,9850173.179,9911702.0306,9999287.936,10011769.138,10024250.34,10036731.542,10049212.744,10061358.057,10059915.984,10061410.6,10063077.2,10064890.9
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,previa al dividendo demográfico,PRE,5882361.7,5903417.64,5566366.88,5530879.76,5495392.64,5459905.52,5424418.4,5387374.4789,5351162,5315324.18,5278468.2,5242008.6
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Pequeños Estados,SST,1054995.1,1033067.54,1012330.04,1010038.28,1007746.52,1005454.76,1003163,1000715.7,998487.8,996029.7,993573.7,991118.7
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Asia meridional,SAS,777413.8,859750.2809,876984.756,879386.792,881788.828,884190.864,886592.9,888601.5,891070.5,893309.3,895548.1,897786.9
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Asia meridional (BIRF y la AIF),TSA,777413.8,859750.2809,876984.756,879386.792,881788.828,884190.864,886592.9,888601.5,891070.5,893309.3,895548.1,897786.9
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,África al sur del Sahara,SSF,7048581.4,7012356.98,6627570.26,6588424.32,6549278.38,6510132.44,6470986.5,6430836.8789,6391509.3,6352213.38,6311896.3,6271975.7
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,África al sur del Sahara (excluido altos ingresos),SSA,7048244.4,7012019.98,6627233.26,6588087.32,6548941.38,6509795.44,6470649.5,6430499.8789,6391172.3,6351876.38,6311559.3,6271638.7
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,África al sur del Sahara (BIRF y la AIF),TSS,7048581.4,7012356.98,6627570.26,6588424.32,6549278.38,6510132.44,6470986.5,6430836.8789,6391509.3,6352213.38,6311896.3,6271975.7
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Ingreso mediano alto,UMC,20634530.7,20319451.398,20097200.375,20091318.807,20085437.24,20079555.674,20073674.1066,20069009.722,20057558.873,20055410.2615,20050975.4,20047302.9
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Mundo,WLD,41282694.9,40556022.3,40123639.2,40090560.5,40057482,40024403.3,39991324.6,39958245.9,..,..,..,..
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Afganistán,AFG,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Albania,ALB,7888,7693,7834.935,7849.17,7863.405,7877.64,7891.875,7891.8,7889.025,7889,7889,7889
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Argelia,DZA,16670,15790,19256,19332,19408,19484,19560,19560,19430,19300,19390,19490
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Samoa Americana,ASM,180.7,177.3,174,173.7,173.4,173.1,172.8,172.5,172.2,171.9,171.6,171.3
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Andorra,AND,160,160,160,160,160,160,160,160,160,160,160,160
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Angola,AGO,792627.8,777086.1,716029.38,710478.76,704928.14,699377.52,693826.9,688276.2,682725.7,677175.1,671624.4,666073.8
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Antigua y Barbuda,ATG,101.1,94.5,87.14,86.48,85.82,85.16,84.5,83.8,83.2,82.5,81.8,81.2
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Argentina,ARG,352040,333780,299906,297672,295438,293204,290970,290100,288990,287910,286810,285730
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Armenia,ARM,3350,3326.4,3303.52,3301.44,3299.36,3297.28,3295.2,3293.1,3291,3288.9,3286.8,3284.7
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Aruba,ABW,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Australia,AUS,1338822,1318141,1302557.8,1309654.6,1316751.4,1323848.2,1330945,1340372,1340174,1340051,1340051,1340051
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Austria,AUT,37756.7,38381.4,38667.98,38703.96,38739.94,38775.92,38811.9,38847.9,38883.8,38919.7,38955.6,38991.5
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Azerbaiyán,AZE,8520,9872.2,10415.731,10506.515,10597.3,10688.085,10778.8697,10874.752,10971.848,11087.1495,11202.4,11317.7
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Bahamas,BHS,5098.6,5098.6,5098.6,5098.6,5098.6,5098.6,5098.6,5098.6,5098.6,5098.6,5098.6,5098.6
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Bahrein,BHR,2.2,3.7,5.36,5.52,5.68,5.84,6,6.2,6.4,6.6,6.8,7
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Bangladesh,BGD,19203.3,19203.2809,18873.536,18863.652,18853.768,18843.884,18834,18834,18834,18834,18834,18834
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Barbados,BRB,63,63,63,63,63,63,63,63,63,63,63,63
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Belarús,BLR,77800,82730,86307,86314,86321,86328,86335,87096,87241,87386,87531,87676
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Bélgica,BEL,7632,6673,6897.56,6896.42,6895.28,6894.14,6893,6893,6893,6893,6893,6893
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Belice,BLZ,16000.3,14593,13796.78,13679.66,13562.54,13445.42,13328.3,13216.8,13105.2,12993.7,12882.1,12770.5
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Benin,BEN,48351.5,41351.5,35851.5,35351.5,34851.5,34351.5,33851.5,33351.5,32851.5,32351.5,31851.5,31351.5
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Bermudas,BMU,10,10,10,10,10,10,10,10,10,10,10,10
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Bhután,BTN,25067.2,26060,27072.68,27092.46,27112.24,27132.02,27151.8,27171.6,27191.4,27211.2,27231,27250.8
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Bolivia,BOL,578047.2,551013.9,528742.52,526624.94,524507.36,522389.78,520272.2,517506.8,514922.2,512532.4,510337.6,508337.6
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Bosnia y Herzegovina,BIH,22100,21116.5,21142.28,21257.96,21373.64,21489.32,21605,21765.1,21879.1,21879.1,21879.1,21879.1
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Botswana,BWA,188037,176207,163194,162011,160828,159645,158462,157279,156096,154913,153730,152547
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Brasil,BRA,5888980,5510886,5100415.2,5085023.4,5069631.6,5054239.8,5038848,5020821,5000916,4990514,4977985,4966196
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Islas Vírgenes Británicas,VGB,37.1,36.7,36.36,36.32,36.28,36.24,36.2,36.2,36.2,36.2,36.2,36.2
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Brunei Darussalam,BRN,4130,3970,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Bulgaria,BGR,33270,33750,37562,37754,37946,38138,38330,38410,38540,38670,38800,38930
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Burkina Faso,BFA,77166,72165,66664.8,66164.6,65664.4,65164.2,64664,64164,63664,63164,62664,62164
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Burundi,BDI,2764.8,1939.4,2110.8,2282.2,2453.6,2625,2796.4,2796.4,2796.4,2796.4,2796.4,2796.4
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Cabo Verde,CPV,153.8,397.2,430.2,433.2,436.2,439.2,442.2,445.2,448.2,451.2,454.2,457.2
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Camboya,KHM,110047.9,107810,102407.48,98922.66,95437.84,91953.02,88468.2,86911.3,85354.4,83797.5,82240.6,80683.7
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Camerún,CMR,225000,215974.9,208444.8,207884.8,207324.8,206764.8,206204.8,205644.8,205084.8,204524.8,203964.8,203404.8
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Canadá,CAN,3482729.3,3478019.7,3472809.1,3472396.1,3471983.1,3471570.1,3471157.1,3470760.4,3470390.5,3470020.7,3469650.8,3469281
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Islas Caimán,CYM,131.3,129.3,127.2,127.2,127.2,127.2,127.2,127.2,127.2,128.1,127.2,127.2
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,República Centroafricana,CAF,232030,229030,225730,225430,225130,224830,224530,224230,223930,223630,223330,223030
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Chad,TCD,67300,63530,54020,52740,51460,50180,48900,47690,46510,45350,44220,43130
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Islas del Canal,CHI,8.3,8.3,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,..,..
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Chile,CHL,152460.5,158170.6,168994.24,170735.88,172477.52,174219.16,175960.8,177190.1,178419.4,179648.7,180878,182107
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,China,CHN,1571405.9,1770005.5,2025471.54,2044839.28,2064207.02,2083574.76,2102942.5,2124598.67,2143394.7,2162190.4,2180986.1,2199781.8
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Colombia,COL,649581.4,627355,606731.64,605385.38,604039.12,602692.86,601346.6,599594.9,597397.7,595404.8,593412,591419.1
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Comoras,COM,460.6,416.8,368.62,364.24,359.86,355.48,351.1,346.7,342.3,338,333.6,329.2
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,"Congo, República Democrática del",COD,1506290,1438990,1360676.24,1349662.48,1338648.72,1327634.96,1316621.2,1305607.4,1294593.7,1283579.9,1272566.1,1261552.4
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,"Congo, República del",COG,223150,221950,220630,220510,220390,220270,220150,220030,219910,219760,219610,219460
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Costa Rica,CRI,29074,28572.2,28875.66,29039.32,29202.98,29366.64,29530.3,29694,29857.7,30021.3,30185,30348.7
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Côte d'Ivoire,CIV,78508.6,50944.5,38526.94,37398.08,36269.22,35140.36,34011.5,32882.6,31753.7,30624.8,29496,28367.1
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Croacia,HRV,18500,18850,19204,19208,19212,19216,19220,19241.202,19316.084,19341.1,19366.1,19391.1
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Cuba,CUB,20580,24350,29824,30328,30832,31336,31840,32410,32420,32420,32420,32420
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Curacao,CUW,..,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Chipre,CYP,1611.1,1716.1,1728.14,1727.88,1727.62,1727.36,1727.1,1726.1,1725.9,1725.7,1725.5,1725.3
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,República Checa,CZE,26290,26372.9,26595.82,26617.84,26639.86,26661.88,26683.9,26698.5,26716.6,26734.7,26752.8,26770.9
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Dinamarca,DNK,5314.4,5716,5941.28,6017.66,6094.04,6170.42,6246.8,6246.6,6256,6265.6,6275,6284.4
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Djibouti,DJI,56,56,56,56,56,56,56,56,56.1,56.4,57,58
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Dominica,DMA,503.1,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,República Dominicana,DOM,15948.9,19724.7,20792.26,20853.32,20914.38,20975.44,21036.5,21117.4,21198.3,21279.2,21360.1,21441
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Ecuador,ECU,146322.1,137305,129863.88,129445.86,129027.84,128609.82,128191.8,127549.1,126906.4,126263.7,125621,124978.3
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,"Egipto, República Árabe de",EGY,438.1,592.1,621.96,587.52,553.08,518.64,484.2,449.8,449.8,449.8,449.8,449.8
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,El Salvador,SLV,7188.8,6738.8,6243.8,6198.8,6153.8,6108.8,6063.8,6018.8,5973.8,5928.8,5883.8,5838.8
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Guinea Ecuatorial,GNQ,26991.5,26155.8,25236.52,25152.94,25069.36,24985.78,24902.2,24818.6,24735,24651.4,24567.8,24484.2
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Eritrea,ERI,16210,11184.6,10837,10805.4,10773.8,10742.2,10710.6,10679,10647.4,10615.8,10584.2,10552.6
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Estonia,EST,22060,22388.9,23530.18,23700.16,23870.14,24040.12,24210.1,24212.5,24384,24384,24384,24384
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Eswatini,SWZ,4611.4,4732.8,4866.44,4878.58,4890.72,4902.86,4915,4927.2,4939.3,4951.4,4963.5,4975.6
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Etiopía,ETH,204085.6,185285,177255,176525,175795,175065,174335,173605,172875,172145,171415,170685
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Islas Feroe,FRO,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Fiji,FJI,9396.9,10064.7,10799.16,10865.92,10932.68,10999.44,11066.2,11133,11199.8,11266.6,11333.4,11400.2
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Finlandia,FIN,218753.3,224456.4,222754,223088,223422,223756,224090,224090,224090,224090,224090,224090
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Francia,FRA,144360,152880,165024,165858,166692,167526,168360,169194,170028,170862,171696,172530
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Polinesia Francesa,PYF,1444.3,1485.5,1494.6,1494.6,1494.6,1494.6,1494.6,1494.6,1494.6,1494.6,1494.6,1494.6
Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,Gabón,GAB,237616.2,237000,236375.28,236256.46,236137.64,236018.82,235900,235781.2,235662.4,235543.6,235424.8,235306
